2,1,1,7,125055
2,0,0,0,125056
2,0,0,0,125057
2,0,0,0,125058
2,0,0,0,125060
2,0,0,0,125061
2,0,0,0,125062
2,0,0,0,125063
2,0,0,0,125064
2,0,0,0,125065
2,0,0,0,125066
2,0,0,0,125067
2,0,0,0,125068
2,0,0,0,125069
2,0,0,0,125070
2,0,0,0,125071
2,0,0,0,125072
2,0,0,0,125073
2,0,0,0,125074
2,0,0,10,125075
2,1,1,10,125076
2,0,0,0,125077
2,0,0,0,125078
2,0,0,0,125079
2,0,0,0,125080
2,0,0,0,125081
2,0,0,0,125082
2,0,0,0,125083
2,0,0,0,125084
2,0,0,0,125085
2,0,0,0,125086
2,0,0,0,125087
2,0,0,0,125088
2,0,0,0,125101
2,1,1,7,125102
2,0,0,0,125103
2,1,1,10,125104
2,0,0,0,125105
2,0,0,0,125106
2,0,0,0,125107
2,0,0,0,125108
2,0,0,0,125109
2,0,0,8,125112
2,0,0,0,125119
2,1,1,7,125121
2,0,0,0,125122
2,0,0,0,125123
2,1,1,10,125201
2,0,0,0,125202
2,0,0,0,125203
2,0,0,0,126001
2,0,0,0,126006
2,0,0,10,126008
2,0,0,0,126010
2,0,0,0,126011
2,0,0,0,126013
2,0,0,0,126014
2,0,0,0,126015
2,0,0,0,126025
2,0,0,0,126027
2,0,0,0,126101
2,0,0,0,125110
2,0,0,0,125021
2,0,0,0,125022
2,0,0,0,125023
2,0,0,0,125024
2,0,0,0,125025
2,0,0,0,125026
2,0,0,0,125027
2,0,0,0,125028
2,0,0,0,125029
2,0,0,0,125030
2,0,0,0,125031
2,0,0,0,125032
2,1,1,7,125033
2,0,0,0,125034
2,0,0,0,125035
2,0,0,0,125036
2,0,0,0,125037
2,0,0,0,125038
2,0,0,8,125039
2,0,0,0,125040
2,0,0,0,125041
2,0,0,0,125042
2,0,0,0,125043
2,0,0,0,125044
2,0,0,0,125045
2,0,0,10,125046
2,1,1,8,125047
2,0,0,0,125048
2,0,0,0,125049
2,1,1,7,125050
2,0,0,8,125051
2,1,1,7,125052
2,1,1,10,125053
2,0,0,0,125054
2,0,0,0,127307
2,0,0,0,127308
2,0,0,0,127032
2,0,0,0,127035
2,0,0,0,127020
2,0,0,7,127021
2,0,0,0,127027
2,0,0,0,127029
2,0,0,10,127030
2,0,0,0,127031
2,1,1,10,127040
2,0,0,0,127043
2,0,0,0,127111
2,0,0,0,127114
2,0,0,0,127309
2,0,0,0,127026
2,0,0,0,127042
2,0,0,0,127310
2,0,0,0,127201
2,0,0,10,127028
2,0,0,0,127045
2,0,0,0,135004
2,0,0,0,127046
2,0,0,10,127306
2,1,1,7,135001
2,0,0,10,135003
2,0,0,10,135133
2,0,0,0,135103
2,1,1,7,135001
2,0,0,10,135102
2,0,0,0,135106
2,0,0,0,135101
2,0,0,0,135106
2,0,0,10,135002
2,0,0,10,133103
2,0,0,10,136131
