3,1,1,2,125055
3,0,0,0,125056
3,0,0,0,125057
3,0,0,0,125058
3,0,0,0,125060
3,0,0,0,125061
3,0,0,0,125062
3,0,0,0,125063
3,0,0,0,125064
3,0,0,0,125065
3,0,0,0,125066
3,0,0,0,125067
3,0,0,0,125068
3,0,0,0,125069
3,0,0,0,125070
3,0,0,0,125071
3,0,0,0,125072
3,0,0,0,125073
3,0,0,0,125074
3,0,0,0,125075
3,1,1,5,125076
3,0,0,0,125077
3,0,0,0,125078
3,0,0,0,125079
3,0,0,0,125080
3,0,0,0,125081
3,0,0,0,125082
3,0,0,0,125083
3,0,0,0,125084
3,0,0,0,125085
3,0,0,0,125086
3,0,0,0,125087
3,0,0,0,125088
3,0,0,0,125101
3,1,1,4,125102
3,0,0,0,125103
3,1,1,5,125104
3,0,0,0,125105
3,0,0,0,125106
3,0,0,0,125107
3,0,0,0,125108
3,0,0,0,125109
3,0,0,0,125112
3,0,0,0,125119
3,0,0,0,125121
3,0,0,0,125122
3,0,0,0,125123
3,1,1,5,125201
3,0,0,0,125202
3,0,0,0,125203
3,0,0,0,126001
3,0,0,0,126006
3,0,0,0,126008
3,0,0,0,126010
3,0,0,0,126011
3,0,0,0,126013
3,0,0,0,126014
3,0,0,0,126015
3,0,0,0,126025
3,0,0,0,126027
3,1,1,5,126101
3,0,0,0,125110
3,0,0,0,125021
3,0,0,0,125022
3,0,0,0,125023
3,0,0,0,125024
3,0,0,0,125025
3,0,0,0,125026
3,0,0,0,125027
3,0,0,0,125028
3,0,0,0,125029
3,0,0,0,125030
3,0,0,0,125031
3,0,0,0,125032
3,1,1,4,125033
3,0,0,0,125034
3,0,0,0,125035
3,0,0,0,125036
3,0,0,0,125037
3,0,0,0,125038
3,1,1,5,125039
3,0,0,0,125040
3,0,0,0,125041
3,0,0,0,125042
3,0,0,0,125043
3,0,0,0,125044
3,0,0,0,125045
3,0,0,0,125046
3,0,0,0,125047
3,0,0,0,125048
3,0,0,0,125049
3,1,1,2,125050
3,0,0,0,125051
3,1,1,4,125052
3,0,0,0,125053
3,0,0,0,125054
3,0,0,0,127307
3,0,0,0,127308
3,0,0,5,127032
3,0,0,0,127035
3,0,0,0,127020
3,1,1,2,127021
3,0,0,0,127027
3,0,0,0,127029
3,0,0,0,127030
3,0,0,0,127031
3,0,0,5,127040
3,0,0,0,127043
3,0,0,0,127111
3,0,0,0,127114
3,0,0,0,127309
3,0,0,0,127026
3,0,0,0,127042
3,0,0,0,127310
3,0,0,5,127201
3,0,0,0,127028
3,0,0,0,127045
3,1,1,2,135001
3,0,0,0,135004
3,1,1,4,127046
3,1,1,5,127306
3,1,1,4,135003
3,0,0,5,135133
3,0,0,5,135103
3,1,1,2,135001
3,1,1,5,135102
3,1,1,5,135106
3,0,0,5,135101
3,1,1,5,135106
3,0,0,5,135002
3,0,0,5,133103
3,0,0,5,136131
